5.000000000000000000e-01,-1.055159794599999978e+00,-7.074011450000000645e-02,2.670003409000000216e-01,1.301485747300000106e+00
5.100000000000000089e-01,-1.063989863700000038e+00,-9.899035030000000179e-02,2.396807263000000077e-01,1.254578161800000036e+00
5.200000000000000178e-01,-1.072107470399999984e+00,-1.261875815000000067e-01,2.134238871999999954e-01,1.209071577700000066e+00
5.300000000000000266e-01,-1.079558746500000055e+00,-1.523789725999999956e-01,1.881824294999999980e-01,1.164917357800000053e+00
5.400000000000000355e-01,-1.086386373000000072e+00,-1.776087326000000133e-01,1.639119266999999880e-01,1.122069332099999928e+00
5.500000000000000444e-01,-1.092629906900000059e+00,-2.019183918000000133e-01,1.405706429999999951e-01,1.080483572699999950e+00
5.600000000000000533e-01,-1.098326071700000073e+00,-2.253470481000000025e-01,1.181192865000000036e-01,1.040118192900000071e+00
5.699999999999999512e-01,-1.103509015400000015e+00,-2.479315861999999981e-01,9.652078999999999520e-02,1.000933167899999976e+00
5.799999999999999600e-01,-1.108210539799999950e+00,-2.697068729000000054e-01,7.574011510000000502e-02,9.628901753999999924e-01
5.899999999999999689e-01,-1.112460304200000083e+00,-2.907059305999999954e-01,5.574407819999999819e-02,9.259524525000000228e-01
5.999999999999999778e-01,-1.116286007000000025e+00,-3.109600922999999906e-01,3.650119520000000284e-02,8.900846687000000257e-01
6.099999999999999867e-01,-1.119713547599999970e+00,-3.304991395999999915e-01,1.798154310000000047e-02,8.552528133000000254e-01
6.199999999999999956e-01,-1.122767170900000000e+00,-3.493514247000000239e-01,1.566372000000000120e-04,8.214240955999999594e-01
6.300000000000000044e-01,-1.125469596300000097e+00,-3.675439801000000006e-01,-1.700067889999999984e-02,7.885668558999999744e-01
6.400000000000000133e-01,-1.127842133099999922e+00,-3.851026148000000204e-01,-3.351633019999999963e-02,7.566504886999999568e-01
6.500000000000000222e-01,-1.129904784400000084e+00,-4.020520009999999922e-01,-4.941509770000000051e-02,7.256453740999999624e-01
6.600000000000000311e-01,-1.131676340500000100e+00,-4.184157498000000142e-01,-6.472069460000000329e-02,6.955228193000000392e-01
6.700000000000000400e-01,-1.133174462599999988e+00,-4.342164794000000216e-01,-7.945583520000000510e-02,6.662550069999999547e-01
6.800000000000000488e-01,-1.134415759199999929e+00,-4.494758750999999775e-01,-9.364229520000000306e-02,6.378149511999999799e-01
6.899999999999999467e-01,-1.135415854999999974e+00,-4.642147427000000159e-01,-1.073009662999999947e-01,6.101764601000000399e-01
