5.000000000000000000e+00,-9.331636824000000274e-01,-9.331637600000000088e-01,-9.331636800000000509e-01,-2.643931700000000107e-01,-2.643930700000000078e-01
4.990000000000000213e+00,-9.331636814999999530e-01,-9.331637699999999480e-01,-9.331636800000000509e-01,-2.646052700000000035e-01,-2.646051600000000059e-01
4.980000000000000426e+00,-9.331636803999999730e-01,-9.331637699999999480e-01,-9.331636800000000509e-01,-2.648182099999999983e-01,-2.648181000000000007e-01
4.969999999999999751e+00,-9.331636792999999930e-01,-9.331637699999999480e-01,-9.331636800000000509e-01,-2.650320099999999846e-01,-2.650318899999999922e-01
4.959999999999999964e+00,-9.331636782000000130e-01,-9.331637799999999983e-01,-9.331636800000000509e-01,-2.652466800000000124e-01,-2.652465500000000254e-01
4.950000000000000178e+00,-9.331636770000000247e-01,-9.331637799999999983e-01,-9.331636800000000509e-01,-2.654622099999999763e-01,-2.654620799999999892e-01
4.940000000000000391e+00,-9.331636757000000282e-01,-9.331637900000000485e-01,-9.331636800000000509e-01,-2.656786099999999817e-01,-2.656784699999999999e-01
4.929999999999999716e+00,-9.331636743000000234e-01,-9.331637900000000485e-01,-9.331636700000000006e-01,-2.658958900000000236e-01,-2.658957499999999863e-01
4.919999999999999929e+00,-9.331636729000000186e-01,-9.331637900000000485e-01,-9.331636700000000006e-01,-2.661140599999999856e-01,-2.661139000000000143e-01
4.910000000000000142e+00,-9.331636714000000055e-01,-9.331637999999999877e-01,-9.331636700000000006e-01,-2.663331099999999840e-01,-2.663329500000000127e-01
4.900000000000000355e+00,-9.331636697999999841e-01,-9.331638100000000380e-01,-9.331636700000000006e-01,-2.665530600000000083e-01,-2.665528899999999868e-01
4.889999999999999680e+00,-9.331636680999999545e-01,-9.331638100000000380e-01,-9.331636700000000006e-01,-2.667739100000000030e-01,-2.667737199999999920e-01
4.879999999999999893e+00,-9.331636664000000358e-01,-9.331638199999999772e-01,-9.331636700000000006e-01,-2.669956600000000235e-01,-2.669954600000000178e-01
