5.000000000000000000e+00,1.000000000000000000e+00
4.974999999999999645e+00,1.000000000000000000e+00
4.950000000000000178e+00,1.000000000000000000e+00
4.924999999999999822e+00,1.000000000000000000e+00
4.900000000000000355e+00,1.000000000000000000e+00
4.875000000000000000e+00,1.000000000000000000e+00
4.849999999999999645e+00,1.000000000000000000e+00
4.825000000000000178e+00,1.000000000000000000e+00
4.799999999999999822e+00,1.000000000000000000e+00
4.775000000000000355e+00,1.000000000000000000e+00
4.750000000000000000e+00,1.000000000000000000e+00
4.724999999999999645e+00,1.000000000000000000e+00
4.700000000000000178e+00,1.000000000000000000e+00
4.674999999999999822e+00,1.000000000000000000e+00
4.650000000000000355e+00,1.000000000000000000e+00
4.625000000000000000e+00,1.000000000000000000e+00
4.599999999999999645e+00,1.000000000000000000e+00
4.575000000000000178e+00,1.000000000000000000e+00
4.549999999999999822e+00,1.000000000000000000e+00
4.525000000000000355e+00,1.000000000000000000e+00
4.500000000000000000e+00,1.000000000000000000e+00
4.474999999999999645e+00,1.000000000000000000e+00
4.450000000000000178e+00,1.000000000000000000e+00
4.424999999999999822e+00,1.000000000000000000e+00
4.400000000000000355e+00,1.000000000000000000e+00
4.375000000000000000e+00,1.000000000000000000e+00
4.349999999999999645e+00,1.000000000000000000e+00
4.325000000000000178e+00,1.000000000000000000e+00
4.299999999999999822e+00,1.000000000000000000e+00
4.275000000000000355e+00,1.000000000000000000e+00
4.250000000000000000e+00,1.000000000000000000e+00
4.224999999999999645e+00,1.000000000000000000e+00
4.200000000000000178e+00,1.000000000000000000e+00
4.174999999999999822e+00,1.000000000000000000e+00
4.150000000000000355e+00,1.000000000000000000e+00
4.125000000000000000e+00,1.000000000000000000e+00
4.099999999999999645e+00,1.000000000000000000e+00
4.075000000000000178e+00,1.000000000000000000e+00
4.049999999999999822e+00,1.000000000000000000e+00
4.025000000000000355e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00
3.975000000000000089e+00,1.000000000000000000e+00
3.950000000000000178e+00,1.000000000000000000e+00
3.924999999999999822e+00,1.000000000000000000e+00
3.899999999999999911e+00,1.000000000000000000e+00
3.875000000000000000e+00,1.000000000000000000e+00
3.850000000000000089e+00,1.000000000000000000e+00
3.825000000000000178e+00,1.000000000000000000e+00
3.799999999999999822e+00,1.000000000000000000e+00
3.774999999999999911e+00,1.000000000000000000e+00
3.750000000000000000e+00,1.000000000000000000e+00
3.725000000000000089e+00,1.000000000000000000e+00
3.700000000000000178e+00,1.000000000000000000e+00
3.674999999999999822e+00,1.000000000000000000e+00
3.649999999999999911e+00,1.000000000000000000e+00
3.625000000000000000e+00,1.000000000000000000e+00
3.600000000000000089e+00,1.000000000000000000e+00
3.575000000000000178e+00,1.000000000000000000e+00
3.549999999999999822e+00,1.000000000000000000e+00
3.524999999999999911e+00,1.000000000000000000e+00
3.500000000000000000e+00,1.000000000000000000e+00
3.475000000000000089e+00,1.000000000000000000e+00
3.450000000000000178e+00,1.000000000000000000e+00
3.424999999999999822e+00,1.000000000000000000e+00
3.399999999999999911e+00,1.000000000000000000e+00
3.375000000000000000e+00,1.000000000000000000e+00
3.350000000000000089e+00,1.000000000000000000e+00
3.325000000000000178e+00,1.000000000000000000e+00
3.299999999999999822e+00,1.000000000000000000e+00
3.274999999999999911e+00,1.000000000000000000e+00
3.250000000000000000e+00,1.000000000000000000e+00
3.225000000000000089e+00,1.000000000000000000e+00
3.200000000000000178e+00,1.000000000000000000e+00
3.174999999999999822e+00,1.000000000000000000e+00
3.149999999999999911e+00,1.000000000000000000e+00
3.125000000000000000e+00,1.000000000000000000e+00
